date,ticker,open,high,low,close,volume
2020-03-13,AAPL,156.65,161.79,156.55,160.89,36368241
2020-03-16,AAPL,160.89,160.97,159.27,160.14,49419710
2020-03-17,AAPL,160.14,160.41,157.78,159.85,37791847
2020-03-18,AAPL,159.85,159.88,154.22,155.54,27640823
2020-03-19,AAPL,155.54,156.74,152.01,153.29,62919079
2020-03-20,AAPL,153.29,159.72,151.55,157.78,64188000
2020-03-23,AAPL,157.78,161.91,154.99,159.97,51702240
2020-03-24,AAPL,159.97,168.79,158.98,166.14,51118235
2020-03-25,AAPL,166.14,169.35,162.66,167.47,59462538
2020-03-26,AAPL,167.47,171.15,166.46,170.71,24530037
2020-03-27,AAPL,170.71,171.03,163.72,165.02,16513818
2020-03-30,AAPL,165.02,165.2,162.52,162.91,62650761
2020-03-31,AAPL,162.91,168.92,157.19,166.76,56419568
2020-04-01,AAPL,166.76,167.33,165.12,165.45,54928093
2020-04-02,AAPL,165.45,170.88,165.26,170.42,29924233
2020-04-03,AAPL,170.42,174.45,167.04,168.33,55299850
2020-04-06,AAPL,168.33,172.01,166.7,170.6,58001469
2020-04-07,AAPL,170.6,170.61,165.26,169.89,71596357
2020-04-08,AAPL,169.89,173.31,166.87,167.91,43353229
2020-04-09,AAPL,167.91,171.58,167.1,168.96,47717557
2020-04-10,AAPL,168.96,169.8,168.0,168.81,60739353
2020-04-13,AAPL,168.81,180.61,168.79,173.23,14099670
2020-04-14,AAPL,173.23,173.49,163.49,166.95,50008864
2020-04-15,AAPL,166.95,173.58,166.08,169.95,17173985
2020-04-16,AAPL,169.95,171.2,164.92,168.18,45738554
2020-04-17,AAPL,168.18,169.65,167.76,167.9,37807655
2020-04-20,AAPL,167.9,168.61,166.1,166.9,35688748
2020-04-21,AAPL,166.9,168.36,162.88,164.62,49787987
2020-04-22,AAPL,164.62,165.06,162.76,163.46,42556464
2020-04-23,AAPL,163.46,163.56,158.81,159.24,43428994
2020-04-24,AAPL,159.24,160.83,155.11,155.61,42420207
2020-04-27,AAPL,155.61,159.22,153.45,158.03,47204588
2020-04-28,AAPL,158.03,159.71,157.67,158.63,51030325
2020-04-29,AAPL,158.63,166.04,157.41,161.61,58362968
2020-04-30,AAPL,161.61,165.44,160.43,163.49,62851766
2020-05-01,AAPL,163.49,165.15,159.63,161.92,46204105
2020-05-04,AAPL,161.92,164.43,161.61,163.27,67446170
2020-05-05,AAPL,163.27,165.55,161.11,161.6,60528917
2020-05-06,AAPL,161.6,165.97,161.55,165.52,39735050
2020-05-07,AAPL,165.52,166.9,160.37,161.63,55558509
2020-05-08,AAPL,161.63,167.41,161.13,167.25,35744737
2020-05-11,AAPL,167.25,168.9,164.57,166.81,53039832
2020-05-12,AAPL,166.81,171.92,164.68,171.0,44571148
2020-05-13,AAPL,171.0,173.32,170.52,172.34,73262045
2020-05-14,AAPL,172.34,172.49,165.4,166.39,28558968
2020-05-15,AAPL,166.39,168.36,165.71,167.92,51126958
2020-05-18,AAPL,167.92,172.25,167.56,171.84,52533238
2020-05-19,AAPL,171.84,173.48,165.56,168.2,51390120
2020-05-20,AAPL,168.2,173.3,166.14,172.37,54417842
2020-05-21,AAPL,172.37,172.65,165.76,165.98,30574001
2020-05-22,AAPL,165.98,166.68,162.67,163.7,57879699
2020-05-25,AAPL,163.7,166.87,163.08,166.18,42150358
2020-05-26,AAPL,166.18,166.64,163.94,164.51,40992255
2020-05-27,AAPL,164.51,171.16,160.64,170.78,50903084
2020-05-28,AAPL,170.78,173.36,170.66,172.84,64682230
2020-05-29,AAPL,172.84,174.76,172.03,173.45,33491958
2020-06-01,AAPL,173.45,184.7,171.14,182.34,26578957
2020-06-02,AAPL,182.34,185.11,181.74,183.33,36760916
2020-06-03,AAPL,183.33,190.88,183.0,189.96,49177576
2020-06-04,AAPL,189.96,193.4,187.45,188.16,37948836
2020-06-05,AAPL,188.16,191.76,188.04,191.44,53438648
2020-06-08,AAPL,191.44,193.69,191.43,192.95,53458827
2020-06-09,AAPL,192.95,194.31,190.16,190.52,69209367
2020-06-10,AAPL,190.52,191.96,190.51,191.91,79533142
2020-06-11,AAPL,191.91,195.54,187.17,187.34,46628976
2020-06-12,AAPL,187.34,191.43,183.78,183.99,69744945
2020-06-15,AAPL,183.99,184.67,179.48,181.14,43097803
2020-06-16,AAPL,181.14,181.9,177.82,179.69,65361603
2020-06-17,AAPL,179.69,184.0,179.53,183.91,51982022
2020-06-18,AAPL,183.91,184.29,182.08,182.84,64218807
2020-06-19,AAPL,182.84,183.16,175.5,175.55,54397244
2020-06-22,AAPL,175.55,176.69,174.95,176.66,52933939
2020-06-23,AAPL,176.66,178.76,171.96,173.54,62206585
2020-06-24,AAPL,173.54,173.77,172.13,173.07,55301702
2020-06-25,AAPL,173.07,175.78,172.31,174.16,46019539
2020-06-26,AAPL,174.16,178.74,167.77,168.34,49340805
2020-06-29,AAPL,168.34,168.66,166.13,166.42,15699470
2020-06-30,AAPL,166.42,172.98,165.31,171.07,57555290
2020-07-01,AAPL,171.07,177.14,170.4,174.24,79689896
2020-07-02,AAPL,174.24,177.09,170.49,173.7,34672354
2020-07-03,AAPL,173.7,175.48,170.03,171.49,52014954
2020-07-06,AAPL,171.49,172.77,166.46,167.35,47360689
2020-07-07,AAPL,167.35,171.08,166.22,166.93,40645669
2020-07-08,AAPL,166.93,172.98,166.83,172.5,19626579
2020-07-09,AAPL,172.5,174.08,171.25,172.14,87851314
2020-07-10,AAPL,172.14,172.16,169.78,170.01,29091328
2020-07-13,AAPL,170.01,173.62,169.57,172.23,47015444
2020-07-14,AAPL,172.23,178.79,169.24,176.61,56089546
2020-07-15,AAPL,176.61,179.78,176.33,179.08,64961508
2020-07-16,AAPL,179.08,181.54,175.86,179.45,48447501
2020-07-17,AAPL,179.45,182.06,178.69,180.22,40728641
2020-07-20,AAPL,180.22,181.05,178.5,178.99,99553053
2020-07-21,AAPL,178.99,183.55,178.88,180.92,56509489
2020-07-22,AAPL,180.92,181.24,176.99,177.42,87774508
2020-07-23,AAPL,177.42,177.84,176.85,177.19,32830546
2020-07-24,AAPL,177.19,178.45,171.89,172.12,53683768
2020-07-27,AAPL,172.12,174.11,166.47,168.62,66268425
2020-07-28,AAPL,168.62,168.8,166.51,168.42,70676847
2020-07-29,AAPL,168.42,169.95,164.37,164.61,57337739
2020-07-30,AAPL,164.61,168.25,164.35,164.43,50144504
2020-07-31,AAPL,164.43,168.67,164.38,167.26,65320304
2020-08-03,AAPL,167.26,172.54,166.22,171.16,73748777
2020-08-04,AAPL,171.16,172.0,166.66,167.31,39046309
2020-08-05,AAPL,167.31,169.41,158.52,163.64,63742533
2020-08-06,AAPL,163.64,164.34,158.37,164.09,78745356
2020-08-07,AAPL,164.09,166.56,163.8,165.79,25202925
2020-08-10,AAPL,165.79,166.53,164.31,164.62,54086427
2020-08-11,AAPL,164.62,171.35,163.63,168.36,52299296
2020-08-12,AAPL,168.36,169.94,165.89,166.34,29396637
2020-08-13,AAPL,166.34,166.52,164.4,164.83,38839982
2020-08-14,AAPL,164.83,167.28,156.84,164.04,54315065
2020-08-17,AAPL,164.04,164.48,160.58,160.75,17775161
2020-08-18,AAPL,160.75,165.49,160.6,164.04,55917392
2020-08-19,AAPL,164.04,171.02,163.94,169.43,68668854
2020-08-20,AAPL,169.43,175.13,169.19,172.34,73766763
2020-08-21,AAPL,172.34,175.14,171.1,171.54,37583124
2020-08-24,AAPL,171.54,180.2,170.31,178.74,34084616
2020-08-25,AAPL,178.74,180.67,177.16,178.16,52046863
2020-08-26,AAPL,178.16,178.43,172.46,174.44,48323189
2020-08-27,AAPL,174.44,175.67,168.42,168.71,36514527
2020-08-28,AAPL,168.71,174.27,168.42,172.85,54315982
2020-08-31,AAPL,172.85,173.01,171.47,172.01,74510370
2020-09-01,AAPL,172.01,174.58,171.03,174.22,42986337
2020-09-02,AAPL,174.22,174.43,170.49,172.63,52460291
2020-09-03,AAPL,172.63,179.19,171.2,177.17,34960937
2020-09-04,AAPL,177.17,177.88,176.43,176.66,90280307
2020-09-07,AAPL,176.66,177.27,174.1,176.96,53234070
2020-09-08,AAPL,176.96,179.16,176.94,178.98,60524973
2020-09-09,AAPL,178.98,181.61,174.15,175.72,59841852
2020-09-10,AAPL,175.72,176.7,174.31,174.97,14973738
2020-09-11,AAPL,174.97,175.02,172.17,172.75,57129165
2020-09-14,AAPL,172.75,175.44,171.95,175.24,51307873
2020-09-15,AAPL,175.24,177.03,171.16,172.27,53332870
2020-09-16,AAPL,172.27,176.46,170.91,174.78,40356696
2020-09-17,AAPL,174.78,178.37,173.71,177.26,35640512
2020-09-18,AAPL,177.26,179.03,168.66,169.37,48424021
2020-09-21,AAPL,169.37,170.6,168.86,170.32,42889161
2020-09-22,AAPL,170.32,181.05,169.48,180.55,50510840
2020-09-23,AAPL,180.55,182.68,178.09,182.3,32811709
2020-09-24,AAPL,182.3,191.21,181.43,187.96,38460052
2020-09-25,AAPL,187.96,191.89,184.71,191.45,56949652
2020-09-28,AAPL,191.45,194.78,187.31,187.72,48889302
2020-09-29,AAPL,187.72,191.22,183.79,189.97,47444897
2020-09-30,AAPL,189.97,196.15,189.94,191.4,49575046
2020-10-01,AAPL,191.4,196.26,191.03,193.65,48223010
2020-10-02,AAPL,193.65,197.91,192.82,192.96,53841445
2020-10-05,AAPL,192.96,194.75,192.2,194.42,27806898
2020-10-06,AAPL,194.42,196.82,194.03,195.34,31372623
2020-10-07,AAPL,195.34,199.54,194.4,199.4,36635858
2020-10-08,AAPL,199.4,202.28,190.66,196.75,25433248
2020-10-09,AAPL,196.75,201.41,196.22,198.05,46199919
2020-10-12,AAPL,198.05,203.57,194.34,202.89,31300175
2020-10-13,AAPL,202.89,208.71,198.57,200.76,67297886
2020-10-14,AAPL,200.76,208.32,194.32,198.67,48770547
2020-10-15,AAPL,198.67,198.95,198.28,198.63,57839369
2020-10-16,AAPL,198.63,207.74,197.83,206.7,45397343
2020-10-19,AAPL,206.7,208.07,204.77,207.2,54735807
2020-10-20,AAPL,207.2,208.27,203.31,205.0,68214101
2020-10-21,AAPL,205.0,206.13,200.14,200.62,56924574
2020-10-22,AAPL,200.62,203.0,200.54,200.67,63065609
2020-10-23,AAPL,200.67,201.47,193.93,196.42,44391334
2020-10-26,AAPL,196.42,198.12,194.73,195.09,39643281
2020-10-27,AAPL,195.09,195.59,191.29,191.89,23171467
2020-10-28,AAPL,191.89,201.07,189.96,200.66,48752861
2020-10-29,AAPL,200.66,202.8,199.88,201.8,51588498
2020-10-30,AAPL,201.8,201.86,195.97,196.4,29128173
2020-11-02,AAPL,196.4,196.79,194.23,195.85,42131242
2020-11-03,AAPL,195.85,197.03,194.07,197.02,62093131
2020-11-04,AAPL,197.02,197.07,191.16,191.26,45567924
2020-11-05,AAPL,191.26,196.52,190.6,195.86,52482022
2020-11-06,AAPL,195.86,197.95,192.54,195.71,59307690
2020-11-09,AAPL,195.71,196.8,193.98,194.53,42130210
2020-11-10,AAPL,194.53,195.39,191.41,193.94,48491244
2020-11-11,AAPL,193.94,194.26,190.48,193.11,31524061
2020-11-12,AAPL,193.11,205.41,188.77,203.17,61300046
2020-11-13,AAPL,203.17,215.45,202.53,212.2,43941764
2020-11-16,AAPL,212.2,214.24,207.92,213.68,63928649
2020-11-17,AAPL,213.68,214.35,213.54,214.32,40595838
2020-11-18,AAPL,214.32,215.17,204.39,207.41,55984845
2020-11-19,AAPL,207.41,210.81,204.31,205.58,51034639
2020-11-20,AAPL,205.58,209.52,205.24,208.25,36706240
2020-11-23,AAPL,208.25,219.0,207.74,213.71,70549982
2020-11-24,AAPL,213.71,214.31,204.41,205.57,57795950
2020-11-25,AAPL,205.57,208.96,201.37,208.75,73161163
2020-11-26,AAPL,208.75,211.76,208.51,211.5,75177431
2020-11-27,AAPL,211.5,213.72,209.7,213.45,46772587
2020-11-30,AAPL,213.45,215.55,209.39,210.48,53806933
2020-12-01,AAPL,210.48,214.31,208.1,209.68,50004818
2020-12-02,AAPL,209.68,211.71,200.2,203.11,72431387
2020-12-03,AAPL,203.11,216.11,202.4,215.7,44883094
2020-12-04,AAPL,215.7,229.54,215.45,224.72,43871690
2020-12-07,AAPL,224.72,238.65,221.38,235.36,59214311
2020-12-08,AAPL,235.36,238.21,228.79,230.38,58507557
2020-12-09,AAPL,230.38,233.6,225.83,233.56,51169711
2020-12-10,AAPL,233.56,240.42,229.74,230.77,58033059
2020-12-11,AAPL,230.77,231.55,228.75,229.3,49697622
2020-12-14,AAPL,229.3,230.39,221.35,221.63,44480429
2020-12-15,AAPL,221.63,230.25,221.62,222.32,55564784
2020-12-16,AAPL,222.32,225.14,210.54,213.82,38147180
2020-12-17,AAPL,213.82,216.21,213.26,215.61,66226046
2020-12-18,AAPL,215.61,216.47,210.06,213.37,43804051
2020-12-21,AAPL,213.37,215.98,211.21,215.42,36319794
2020-12-22,AAPL,215.42,217.16,210.85,212.82,42645156
2020-12-23,AAPL,212.82,216.75,210.85,213.12,29654787
2020-12-24,AAPL,213.12,218.99,212.73,218.24,63931553
2020-12-25,AAPL,218.24,225.83,215.47,221.82,58977104
2020-12-28,AAPL,221.82,224.5,218.55,219.9,18466454
2020-12-29,AAPL,219.9,228.57,217.38,222.93,51296269
2020-12-30,AAPL,222.93,224.54,219.17,220.32,61963798
2020-12-31,AAPL,220.32,223.91,217.36,222.11,47256720
2021-01-01,AAPL,222.11,225.8,213.58,216.22,47336025
2021-01-04,AAPL,216.22,217.49,212.31,212.97,60234503
2021-01-05,AAPL,212.97,216.23,211.31,215.89,84711857
2021-01-06,AAPL,215.89,219.82,213.26,217.34,31017709
2021-01-07,AAPL,217.34,217.8,214.05,214.11,27927724
2021-01-08,AAPL,214.11,232.36,211.98,227.38,44932027
2021-01-11,AAPL,227.38,229.73,225.15,226.81,54329738
2021-01-12,AAPL,226.81,227.43,215.59,222.52,39822128
2021-01-13,AAPL,222.52,227.2,222.43,223.7,72891878
2021-01-14,AAPL,223.7,223.72,214.17,215.83,55501201
2021-01-15,AAPL,215.83,221.12,213.02,220.25,76139204
2021-01-18,AAPL,220.25,235.12,216.95,225.15,25279901
2021-01-19,AAPL,225.15,234.82,224.8,231.41,67045888
2021-01-20,AAPL,231.41,233.94,227.7,230.4,44998493
2021-01-21,AAPL,230.4,231.88,228.66,230.46,55803444
2021-01-22,AAPL,230.46,231.79,226.49,227.54,53078032
2021-01-25,AAPL,227.54,229.72,222.37,225.69,25055435
2021-01-26,AAPL,225.69,231.78,223.56,227.64,70732095
2021-01-27,AAPL,227.64,229.82,226.05,226.19,66933833
2021-01-28,AAPL,226.19,230.36,224.98,226.83,56527854
2021-01-29,AAPL,226.83,229.23,226.71,226.88,42439663
2021-02-01,AAPL,226.88,232.02,225.73,228.23,36198022
2021-02-02,AAPL,228.23,231.76,226.14,226.45,68706156
2021-02-03,AAPL,226.45,230.01,225.96,229.81,89637122
2021-02-04,AAPL,229.81,241.51,227.36,237.05,48678879
2021-02-05,AAPL,237.05,238.47,233.57,234.36,45401813
2021-02-08,AAPL,234.36,235.25,220.57,224.94,68888776
2021-02-09,AAPL,224.94,230.81,224.05,230.54,68134876
2021-02-10,AAPL,230.54,233.56,223.9,232.41,72740563
2021-02-11,AAPL,232.41,233.95,231.08,232.04,48386762
2021-02-12,AAPL,232.04,245.37,231.46,245.1,33085388
2021-02-15,AAPL,245.1,248.69,235.52,238.44,52507666
2021-02-16,AAPL,238.44,243.5,234.89,237.54,92201801
2021-02-17,AAPL,237.54,238.38,225.35,232.63,46636566
2021-02-18,AAPL,232.63,233.23,228.06,230.95,35734676
2021-02-19,AAPL,230.95,235.22,228.45,229.47,63826906
2021-02-22,AAPL,229.47,232.67,224.75,226.24,25723249
2021-02-23,AAPL,226.24,235.34,223.11,231.75,56007598
2021-02-24,AAPL,231.75,238.62,216.41,220.93,53879186
2021-02-25,AAPL,220.93,227.35,218.3,219.12,73270122
2021-02-26,AAPL,219.12,222.28,210.81,214.18,65426264
2021-03-01,AAPL,214.18,231.85,213.92,226.47,56270700
2021-03-02,AAPL,226.47,239.9,223.75,236.69,16229287
2021-03-03,AAPL,236.69,237.68,231.39,231.57,54902009
2021-03-04,AAPL,231.57,232.32,228.63,229.69,41848673
2021-03-05,AAPL,229.69,230.63,228.06,229.42,57348977
2021-03-08,AAPL,229.42,231.37,223.18,223.84,63728162
2021-03-09,AAPL,223.84,229.49,220.17,229.49,69613665
2021-03-10,AAPL,229.49,229.67,217.66,219.67,64289855
2021-03-11,AAPL,219.67,224.73,219.43,221.28,48419041
2021-03-12,AAPL,221.28,223.47,210.94,211.48,24618750
2021-03-15,AAPL,211.48,215.49,210.83,214.81,51411787
2021-03-16,AAPL,214.81,215.37,212.44,213.07,75640197
2021-03-17,AAPL,213.07,217.8,212.16,215.1,65497284
2021-03-18,AAPL,215.1,215.23,214.28,214.75,44716565
2021-03-19,AAPL,214.75,214.75,206.49,209.49,60306695
2021-03-22,AAPL,209.49,209.68,203.05,204.11,22649575
2021-03-23,AAPL,204.11,206.98,199.53,201.23,65009449
2021-03-24,AAPL,201.23,202.08,197.61,201.89,10128121
2021-03-25,AAPL,201.89,203.63,198.62,200.95,62725434
2021-03-26,AAPL,200.95,204.37,199.03,203.24,61946061
2021-03-29,AAPL,203.24,203.38,200.46,203.15,59887700
2021-03-30,AAPL,203.15,204.59,199.19,199.31,65780354
2021-03-31,AAPL,199.31,199.77,189.33,189.58,42334557
2021-04-01,AAPL,189.58,192.73,189.24,191.63,47205039
2021-04-02,AAPL,191.63,194.11,189.71,189.73,61212528
2021-04-05,AAPL,189.73,192.25,189.16,190.06,62073286
2021-04-06,AAPL,190.06,191.99,190.0,191.92,62703977
2021-04-07,AAPL,191.92,191.99,189.42,190.14,47758478
2021-04-08,AAPL,190.14,190.93,187.52,187.65,31719102
2021-04-09,AAPL,187.65,189.8,174.71,181.59,67079240
2021-04-12,AAPL,181.59,187.32,179.17,186.79,39625071
2021-04-13,AAPL,186.79,187.72,180.3,182.7,62207841
2021-04-14,AAPL,182.7,190.43,182.5,185.47,5374191
2021-04-15,AAPL,185.47,186.59,179.53,182.35,58637530
2021-04-16,AAPL,182.35,185.67,173.48,180.84,57648031
2021-04-19,AAPL,180.84,182.38,180.37,181.53,41156113
2021-04-20,AAPL,181.53,187.41,181.38,182.96,47667355
2021-04-21,AAPL,182.96,189.24,182.56,188.59,62578482
2021-04-22,AAPL,188.59,192.95,180.96,181.22,39860879
2021-04-23,AAPL,181.22,183.08,173.57,174.48,62722823
2021-04-26,AAPL,174.48,174.6,168.56,169.33,33236387
2021-04-27,AAPL,169.33,169.82,162.97,166.85,38650838
2021-04-28,AAPL,166.85,167.29,165.12,165.78,26872631
2021-04-29,AAPL,165.78,167.43,164.9,166.7,68387368
2021-04-30,AAPL,166.7,167.02,161.74,163.84,39775030
2021-05-03,AAPL,163.84,170.43,163.36,169.15,13656331
2021-05-04,AAPL,169.15,173.14,168.2,170.02,62879867
2021-05-05,AAPL,170.02,173.37,169.12,172.94,43021116
2021-05-06,AAPL,172.94,176.79,169.72,175.23,38500005
2021-05-07,AAPL,175.23,177.99,174.04,174.81,65484043
2021-05-10,AAPL,174.81,175.22,170.98,172.83,68036003
2021-05-11,AAPL,172.83,173.85,172.03,173.55,8611257
2021-05-12,AAPL,173.55,179.14,173.38,174.08,73596989
2021-05-13,AAPL,174.08,185.55,171.86,185.31,61588448
2021-05-14,AAPL,185.31,187.65,179.34,179.87,37934120
2021-05-17,AAPL,179.87,181.91,168.9,170.07,50566565
2021-05-18,AAPL,170.07,170.32,165.07,166.78,45763197
2021-05-19,AAPL,166.78,168.52,166.02,166.63,42668374
2021-05-20,AAPL,166.63,173.63,166.29,170.74,60195398
2021-05-21,AAPL,170.74,173.4,170.0,172.55,76665719
2021-05-24,AAPL,172.55,174.63,171.93,172.04,52920698
2021-05-25,AAPL,172.04,172.89,167.05,167.93,52561828
2021-05-26,AAPL,167.93,168.4,164.23,165.15,60161936
2021-05-27,AAPL,165.15,168.23,163.74,166.13,73882011
2021-05-28,AAPL,166.13,167.55,165.99,166.98,58855305
2021-05-31,AAPL,166.98,167.5,162.62,163.31,49429494
2021-06-01,AAPL,163.31,165.4,161.58,162.07,37110882
2021-06-02,AAPL,162.07,162.73,162.01,162.56,47252711
2021-06-03,AAPL,162.56,166.47,159.31,165.35,46753432
2021-06-04,AAPL,165.35,168.19,164.06,164.99,45762737
2021-06-07,AAPL,164.99,167.72,163.41,163.64,49270021
2021-06-08,AAPL,163.64,165.34,163.47,164.21,56118385
2021-06-09,AAPL,164.21,164.79,162.06,163.31,42534757
2021-06-10,AAPL,163.31,165.14,160.69,165.06,36660952
2021-06-11,AAPL,165.06,166.0,159.86,161.7,46820415
2021-06-14,AAPL,161.7,164.63,159.53,164.6,31776090
2021-06-15,AAPL,164.6,165.81,163.98,164.78,49639807
2021-06-16,AAPL,164.78,166.44,161.47,161.95,66727050
2021-06-17,AAPL,161.95,164.43,158.52,163.63,80935024
2021-06-18,AAPL,163.63,168.04,160.71,168.04,46003954
2021-06-21,AAPL,168.04,168.26,163.01,163.1,38588730
2021-06-22,AAPL,163.1,167.79,161.34,162.05,61649042
2021-06-23,AAPL,162.05,162.82,161.58,162.61,56417398
2021-06-24,AAPL,162.61,162.68,161.79,162.33,59952416
2021-06-25,AAPL,162.33,162.69,157.11,162.29,42712337
2021-06-28,AAPL,162.29,165.66,159.41,164.42,47453896
2021-06-29,AAPL,164.42,165.43,161.99,162.35,37618839
2021-06-30,AAPL,162.35,163.09,161.38,161.44,45749664
2021-07-01,AAPL,161.44,164.94,157.61,157.86,62115599
2021-07-02,AAPL,157.86,158.22,154.82,157.38,38852212
2021-07-05,AAPL,157.38,159.28,148.28,149.54,82943620
2021-07-06,AAPL,149.54,151.02,141.1,147.09,58220071
2021-07-07,AAPL,147.09,148.86,145.41,146.03,56787708
2021-07-08,AAPL,146.03,146.84,145.04,146.81,49194062
2021-07-09,AAPL,146.81,148.07,145.02,145.45,73943935
2021-07-12,AAPL,145.45,145.71,140.83,142.81,40689876
2021-07-13,AAPL,142.81,143.1,141.61,142.86,38737300
2021-07-14,AAPL,142.86,144.82,141.74,143.72,70637047
2021-07-15,AAPL,143.72,144.94,138.02,139.68,55564534
2021-07-16,AAPL,139.68,142.55,133.95,135.11,30594304
2021-07-19,AAPL,135.11,136.91,134.63,136.72,49490935
2021-07-20,AAPL,136.72,138.25,135.15,137.27,84766809
2021-07-21,AAPL,137.27,141.58,135.6,140.17,69419923
2021-07-22,AAPL,140.17,143.33,138.8,142.09,34695319
2021-07-23,AAPL,142.09,143.76,139.29,139.82,35652879
2021-07-26,AAPL,139.82,140.19,136.11,138.67,43292555
2021-07-27,AAPL,138.67,139.28,135.0,136.8,16699074
2021-07-28,AAPL,136.8,140.6,136.5,139.86,43872485
2021-07-29,AAPL,139.86,140.17,134.29,134.43,30305985
2021-07-30,AAPL,134.43,134.94,133.84,134.64,68491778
2021-08-02,AAPL,134.64,139.88,134.35,138.8,61031704
2021-08-03,AAPL,138.8,139.29,133.79,138.02,38441498
2021-08-04,AAPL,138.02,139.01,137.84,138.21,47214953
2021-08-05,AAPL,138.21,138.46,135.88,136.28,35528305
2021-08-06,AAPL,136.28,137.07,133.85,134.3,37386694
2021-08-09,AAPL,134.3,135.75,130.2,133.0,49836912
2021-08-10,AAPL,133.0,134.13,132.18,133.87,48871843
2021-08-11,AAPL,133.87,134.52,133.7,133.72,48504312
2021-08-12,AAPL,133.72,135.75,129.89,130.59,46368980
2021-08-13,AAPL,130.59,131.27,130.09,130.46,38428397
2021-08-16,AAPL,130.46,131.57,129.28,131.27,48778250
2021-08-17,AAPL,131.27,134.1,127.5,129.01,77402533
2021-08-18,AAPL,129.01,129.16,128.66,129.03,43813772
2021-08-19,AAPL,129.03,131.4,123.93,131.1,37993471
2021-08-20,AAPL,131.1,131.81,129.93,130.53,34860945
2021-08-23,AAPL,130.53,131.29,128.5,130.17,46555788
2021-08-24,AAPL,130.17,135.38,128.68,131.39,78441726
2021-08-25,AAPL,131.39,133.64,130.93,133.3,36349518
2021-08-26,AAPL,133.3,136.5,131.05,136.23,84413693
2021-08-27,AAPL,136.23,142.27,136.11,140.29,65207601
2021-08-30,AAPL,140.29,140.37,136.51,137.92,49186245
2021-08-31,AAPL,137.92,139.09,135.36,136.62,61515030
2021-09-01,AAPL,136.62,138.71,136.49,138.58,75765200
2021-09-02,AAPL,138.58,143.52,137.27,137.28,43886866
